,headline,source,date
469,"Bridging Divides, Most Agree on Economic Outlook: It’s Bleak",The New York Times,2020-04-18T07:00:09+0000
470,The Return of Barack Obama,The New York Times,2020-04-18T14:31:37+0000
471,Trump’s Flounder Period,The New York Times,2020-04-16T00:00:59+0000
472,How Cam Models Practice Sexual Distancing,The New York Times,2020-04-10T08:45:01+0000
473,"Virus Forces a ‘Wartime’ Budget on N.Y.C., With $2 Billion in Cuts",The New York Times,2020-04-16T17:54:53+0000
474,"In Spain, a Call to ‘Free Our Children’ From Coronavirus Confinement",The New York Times,2020-04-18T09:00:17+0000
475,10 African Countries Have No Ventilators. That’s Only Part of the Problem.,The New York Times,2020-04-18T09:00:24+0000
476,The United States Needs a ‘Smart Quarantine’ to Stop the Virus Spread Within Families,The New York Times,2020-04-07T09:03:14+0000
477,Their Ring Bearer Was a Bear,The New York Times,2020-04-17T09:00:16+0000
478,A Decade of Jobs Destroyed in a Month,The New York Times,2020-04-16T10:47:41+0000
479,‘Thanking God for My Breath’: Dispatch From New York’s Frontline,The New York Times,2020-04-07T22:22:31+0000
480,Why Coronavirus Is Killing African-Americans More Than Others,The New York Times,2020-04-14T09:00:41+0000
481,‘Grammie’s Taking Food to Other People’: A Trucker Keeps Trucking,The New York Times,2020-04-17T13:25:40+0000
482,‘Thanking God for My Breath’: Dispatch From New York’s Frontline,The New York Times,2020-04-07T22:22:31+0000
483,"The U.S. Approach to Public Health: Neglect, Panic, Repeat",The New York Times,2020-04-09T09:00:18+0000
484,Good Riddance to the Handshake,The New York Times,2020-04-17T09:00:17+0000
485,Zoo May Feed Animals to Animals as Funds Dry Up in Pandemic,The New York Times,2020-04-15T14:48:46+0000
486,The Age of Coddling Is Over,The New York Times,2020-04-16T23:00:38+0000
487,Coronavirus: Which Mask Should You Wear?,The New York Times,2020-04-17T09:00:01+0000
488,New York Orders Residents to Wear Masks in Public,The New York Times,2020-04-15T18:34:24+0000
489,Share Your Story and Photos From the Coronavirus Front Lines Around the World,The New York Times,2020-04-08T16:18:21+0000
490,How to Write a Condolence Note,The New York Times,2020-04-09T18:34:00+0000
491,"We’re Not Going Back to Normal, but What Can We Go Back To?",The New York Times,2020-04-14T09:00:10+0000
492,‘All of It Is Happening All at Once’: When Congress Works From Home,The New York Times,2020-04-18T09:00:28+0000
493,‘We Can Do Better’: One Plan to Erase America’s Digital Divide,The New York Times,2020-04-14T16:46:22+0000
494,Are We All in This Together?,The New York Times,2020-04-13T09:00:12+0000
495,Stocks Rally After Talk of Reopening Economy: Live Updates,The New York Times,2020-04-17T04:16:39+0000
496,"After Mocking ‘King’ Trump, Cuomo Says Virus Should Be ‘No-Politics Zone’",The New York Times,2020-04-14T20:57:22+0000
497,Coronavirus Outbreak at Virginia Nursing Home Spirals Out of Control as 45 Die,The New York Times,2020-04-14T21:32:47+0000
498,Sephora Never Valued Workers Like Me,The New York Times,2020-04-18T15:00:06+0000
499,"For My Mother’s FaceTime Burial, Lipstick and Howling Winds",The New York Times,2020-04-15T19:00:06+0000
500,"Henry F. Graff, Columbia Historian of Presidents, Dies at 98",The New York Times,2020-04-15T21:05:53+0000
501,How’s Trump Doing? The View From the President’s Camp,The New York Times,2020-04-17T09:00:18+0000
502,Sephora Never Valued Workers Like Me,The New York Times,2020-04-18T15:00:06+0000
503,"For My Mother’s FaceTime Burial, Lipstick and Howling Winds",The New York Times,2020-04-15T19:00:06+0000
504,How to Make the Most of Those Cans of Sardines,The New York Times,2020-04-14T15:33:38+0000
505,"When Life Gives You Lemons, Make 19th-Century Lemon Cake",The New York Times,2020-04-14T09:00:39+0000
506,Coronavirus Briefing: What Happened Today,The New York Times,2020-04-13T23:37:12+0000
507,"As Reality TV Reunions Go Virtual, What About the Fights?",The New York Times,2020-04-13T16:40:09+0000
508,"When Court Moves Online, Do Dress Codes Still Matter?",The New York Times,2020-04-15T18:30:35+0000
509,Coordination on an Eventual Reopening,The New York Times,2020-04-14T09:10:54+0000
510,New Role for New York Police: Breaking Up Crowds at Trader Joe’s,The New York Times,2020-04-14T09:00:36+0000
511,The Magic of Empty Streets,The New York Times,2020-04-08T09:00:47+0000
512,"For H.I.V. Survivors, a Feeling of Weary Déjà Vu",The New York Times,2020-04-08T09:00:31+0000
513,"Burning Cell Towers, Out of Baseless Fear They Spread the Virus",The New York Times,2020-04-10T15:20:37+0000
514,Some Colleges Are Waiving SAT and ACT Requirements,The New York Times,2020-04-15T14:00:54+0000
515,Coronavirus Updates: Trump Halts U.S. Funding of World Health Organization,The New York Times,2020-04-14T09:05:41+0000
516,My Roommate’s Boyfriend Still Visits Despite the Outbreak. Can I Object?,The New York Times,2020-04-14T09:00:18+0000
517,What Acts of Kindness Have You Heard About or Participated In During Coronavirus?,The New York Times,2020-04-13T12:44:40+0000
518,For 12 Days a Doctor Lived With Burning Lungs,The New York Times,2020-04-09T19:00:07+0000
519,FOMO Has Survived the Coronavirus,The New York Times,2020-04-16T16:53:13+0000
520,For 12 Days a Doctor Lived With Burning Lungs,The New York Times,2020-04-09T19:00:07+0000
521,Will the Coronavirus End Israel’s Political Paralysis?,The New York Times,2020-04-14T16:21:02+0000
522,The End of the Long-Distance Marriage,The New York Times,2020-04-17T04:00:06+0000
523,A Day of Delivering Meals and Hope,The New York Times,2020-04-17T16:59:47+0000
524,A Pulse of Joy Amid Tragedy,The New York Times,2020-04-17T09:00:08+0000
525,At Least New Yorkers Can Still Roll Their Eyes,The New York Times,2020-04-17T22:22:58+0000
526,What’s Driving the Right-Wing Protesters Fighting the Quarantine?,The New York Times,2020-04-17T11:29:45+0000
527,My Toddler Survived Cancer. Then Came the Coronavirus.,The New York Times,2020-04-15T19:00:07+0000
528,"‘Worst Is Over,’ Cuomo Says as 7 States Ally to Reopen Economy",The New York Times,2020-04-13T11:15:29+0000
529,Trump Signals Frustration With Fauci Amid Criticism of Slow Virus Response,The New York Times,2020-04-12T09:00:34+0000
530,"Wynn Handman, Influential Director and Teacher, Dies at 97",The New York Times,2020-04-14T17:26:12+0000
531,‘Overwhelmed and Frustrated’: What It’s Like Trying to Get an Abortion in Texas,The New York Times,2020-04-14T09:00:29+0000
532,N.Y.C.’s Death Toll Soars After Unconfirmed Cases Are Added,The New York Times,2020-04-15T09:25:43+0000
533,What Are the Songs That Are Helping You Survive?,The New York Times,2020-04-15T09:21:31+0000
534,How to Name a Champion Without the Championship,The New York Times,2020-04-16T17:15:22+0000
535,Dr. Oz Faces Backlash After Saying Schools Could Reopen,The New York Times,2020-04-17T14:14:08+0000
536,Reporters Grounded by Pandemic Lose ‘That Window Into the Campaign’,The New York Times,2020-04-16T15:09:56+0000
537,"Shoulder-to-Shoulder, These Detroit Workers Have No Choice but to Ride the Bus",The New York Times,2020-04-15T09:00:33+0000
538,We Will Always Have Avarice,The New York Times,2020-04-16T09:00:12+0000
539,The Virus Closed Her Bakery. Now She’s Working Nonstop.,The New York Times,2020-04-10T09:00:28+0000
540,Bars and Restaurants Peel Cash From Walls to Help Idled Workers,The New York Times,2020-04-19T18:26:57+0000
541,It’s Not the Time for War Games With Venezuela,The New York Times,2020-04-10T19:00:06+0000
542,The WWE Is Now Considered an ‘Essential Service’ in Florida,The New York Times,2020-04-14T19:49:23+0000
543,It’s a Streaming World After All: Scuttled Benefit Is Back.,The New York Times,2020-04-13T20:49:37+0000
544,"In Close Quarters, a Mother of 6 Battles Coronavirus",The New York Times,2020-04-17T18:57:11+0000
545,Is the Virus on My Clothes? My Shoes? My Hair? My Newspaper?,The New York Times,2020-04-17T15:25:57+0000
546,Alexandria Ocasio-Cortez on Progressivism and the Pandemic,The New York Times,2020-04-17T10:00:34+0000
547,Is That Free Book Germ-Free?,The New York Times,2020-04-15T10:00:06+0000
548,Joe Biden: My Plan to Safely Reopen America,The New York Times,2020-04-12T12:00:06+0000
549,"Two Olympic Marathoners. Two Lives Turned Around, Then Turned Around Again.",The New York Times,2020-04-16T09:00:27+0000
550,China’s G.D.P. Shrank in the First Quarter,The New York Times,2020-04-16T04:12:45+0000
551,Navy May Reinstate Fired Captain to Command of Roosevelt,The New York Times,2020-04-15T21:42:16+0000
552,"As Online Buying Surges, So Do Noisy Cargo Flights",The New York Times,2020-04-15T10:00:07+0000
553,"When Parents Get Sick, Who Cares for the Kids?",The New York Times,2020-04-09T14:30:37+0000
554,Wisconsin Voters Faced an Impossible Choice. It Shouldn’t Happen Again.,The New York Times,2020-04-16T23:03:16+0000
555,U.S.T.A. Plans a $15 Million Bailout for Various Tennis Groups,The New York Times,2020-04-16T05:00:07+0000
556,The Future That Hollywood Feared Is Happening Now,The New York Times,2020-04-15T18:15:24+0000
557,"In Denmark, the Rarest of Sights: Classrooms Full of Students",The New York Times,2020-04-17T11:06:11+0000
558,Why Is My Big Kid Acting Like a Toddler?,The New York Times,2020-04-15T13:04:55+0000
559,One Bright Thing,The New York Times,2020-04-14T19:52:46+0000
560,How to Quit Smoking and Vaping During the Coronavirus Pandemic,The New York Times,2020-04-09T16:14:03+0000
561,"When Parents Get Sick, Who Cares for the Kids?",The New York Times,2020-04-09T14:30:37+0000
562,Students Might Have to Take College Admissions Tests at Home This Fall,The New York Times,2020-04-15T22:27:29+0000
563,Conservatives Fuel Protests Against Coronavirus Lockdowns,The New York Times,2020-04-18T15:05:52+0000
564,New York Bridal Fashion Week Goes Virtual,The New York Times,2020-04-14T18:11:40+0000
565,The Biden Accusation,The New York Times,2020-04-16T09:00:15+0000
566,Lockdowns in France and U.K. Expected to Last Into Next Month,The New York Times,2020-04-13T04:04:33+0000
567,Jobless Claims by Uber and Lyft Drivers Revive Fight Over Labor Status,The New York Times,2020-04-17T19:19:12+0000
568,The Food Chain’s Weakest Link: Slaughterhouses,The New York Times,2020-04-18T14:38:00+0000
569,On Politics: An Eye Toward Opening for Business,The New York Times,2020-04-14T11:01:34+0000
570,On Politics: Obama’s Back,The New York Times,2020-04-15T11:01:55+0000
571,This 3-D Simulation Shows Why Social Distancing Is So Important,The New York Times,2020-04-14T17:28:19+0000
572,Hollywood’s Backstage Creatives Try to Soldier On,The New York Times,2020-04-19T18:36:22+0000
573,Uber and Lyft Are Searching for Lifelines,The New York Times,2020-04-17T15:07:49+0000
574,"Plague Season, Through the Eyes of Writers",The New York Times,2020-04-11T15:00:07+0000
575,The Challenge of Social Distancing in Hasidic Communities,The New York Times,2020-04-09T09:00:14+0000
576,Labor Dispute Sinks Broadway Benefit for Pandemic Assistance,The New York Times,2020-04-11T18:05:05+0000
577,A Dispatch From the U.S.N.S. Mercy,The New York Times,2020-04-09T13:03:14+0000
578,Elizabeth Warren Has a Plan for Joe Biden,The New York Times,2020-04-16T23:30:07+0000
579,Tracking Trump’s Promises on Responding to the Virus,The New York Times,2020-04-16T23:18:27+0000
580,A Dispatch From the U.S.N.S. Mercy,The New York Times,2020-04-09T13:03:14+0000
581,Coronavirus and the Cancer Patient,The New York Times,2020-04-08T15:00:04+0000
582,The Coronavirus Questions Our Science Journalists Are Following,The New York Times,2020-04-14T09:00:38+0000
583,Trump Is the Wartime President We Have (Not the One We Need),The New York Times,2020-04-07T22:39:21+0000
584,"Powered by Fear, Indians Embrace Coronavirus Lockdown",The New York Times,2020-04-19T16:34:26+0000
585,Look to Wisconsin for Lessons on a Digital Campaign During a Pandemic,The New York Times,2020-04-14T22:57:30+0000
586,We’re Holding Tight to Our Good Luck Talismans,The New York Times,2020-04-14T09:00:29+0000
587,I Helped New York Rebound From 9/11. Here’s How to Recover After the Pandemic.,The New York Times,2020-04-15T09:00:22+0000
588,Indigenous Groups Isolated by Coronavirus Face Another Threat: Hunger,The New York Times,2020-04-09T16:35:41+0000
589,North Korea Fires Missiles as South’s Elections Loom,The New York Times,2020-04-14T07:11:37+0000
590,Indigenous Groups Isolated by Coronavirus Face Another Threat: Hunger,The New York Times,2020-04-09T16:35:41+0000
591,Israeli Election Rivals Seek Deadline Extension to Form Unity Government,The New York Times,2020-04-13T23:19:49+0000
592,What Lorena Borjas Did for the Trans Girls of Queens,The New York Times,2020-04-11T19:00:06+0000
593,"For Runners, Is 15 Feet the New 6 Feet for Social Distancing?",The New York Times,2020-04-15T09:00:11+0000
594,What Are You Dreaming About During the Coronavirus Crisis?,The New York Times,2020-04-10T09:00:02+0000
595,"Renovation, Interrupted",The New York Times,2020-04-17T09:00:15+0000
596,How a Supreme Court Decision Curtailed the Right to Vote in Wisconsin,The New York Times,2020-04-13T22:38:52+0000
597,Democrats Bet on Biden to Beat Trump. Then Came the Coronavirus.,The New York Times,2020-04-14T22:35:02+0000
598,The Slur I Never Expected to Hear in 2020,The New York Times,2020-04-12T09:00:04+0000
599,They Filed for Unemployment Last Month. They Haven’t Seen a Dime.,The New York Times,2020-04-17T19:01:58+0000
600,A Key G.O.P. Strategy: Blame China. But Trump Goes Off Message.,The New York Times,2020-04-18T15:53:43+0000
601,"Some European Nations Ease Pandemic Rules, but Move Warily",The New York Times,2020-04-14T22:15:44+0000
602,Loyal Trump Backer Is Now a Face of the Administration’s Virus Response,The New York Times,2020-04-16T23:08:19+0000
603,France Weighs Its Love of Liberty in Fight Against Coronavirus,The New York Times,2020-04-17T09:21:29+0000
604,Latinos Are Essential Workers. Will They Be Essential Voters?,The New York Times,2020-04-16T09:00:25+0000
605,One Person is Overseeing Congress’s Bailout Loans. He Wants Answers.,The New York Times,2020-04-15T22:32:46+0000
606,Analysis: Will Pandemic Make Trump Rethink National Security?,The New York Times,2020-04-15T13:19:53+0000
607,To Philosophize Is to Learn How to Die,The New York Times,2020-04-11T15:00:07+0000
608,"Elizabeth Warren Endorses Joe Biden: ‘When You Disagree, He’ll Listen’",The New York Times,2020-04-15T13:03:23+0000
609,When Even Amazon Is Sold Out of Exploding Kittens,The New York Times,2020-04-17T09:00:18+0000
610,Driving and Travel Restrictions Across the United States,The New York Times,2020-04-10T23:31:52+0000
611,Small Chloroquine Study Halted Over Risk of Fatal Heart Complications,The New York Times,2020-04-13T03:03:43+0000
612,The Cable TV Quarantine Fight,The New York Times,2020-04-17T17:54:26+0000
613,California Set the Tone on Coronavirus Shutdowns. What’s Its Next Move?,The New York Times,2020-04-14T16:12:07+0000
614,Surveillance Won’t Stop the Coronavirus,The New York Times,2020-04-15T09:00:20+0000
615,To Philosophize Is to Learn How to Die,The New York Times,2020-04-11T15:00:07+0000
616,Trump and His Allies Are Worried About More Than November,The New York Times,2020-04-17T09:00:18+0000
617,There Are No Games. But Basketball Coaches Are Still Busy.,The New York Times,2020-04-14T05:00:09+0000
618,Will an Antibody Test Allow Us to Go Back to School or Work?,The New York Times,2020-04-10T17:29:30+0000
619,The Coronavirus Doesn’t Care When Sports Come Back,The New York Times,2020-04-19T13:30:08+0000
620,Will an Antibody Test Allow Us to Go Back to School or Work?,The New York Times,2020-04-10T17:29:30+0000
621,A Reporter’s Challenge: Maintaining Distance in a Close Community,The New York Times,2020-04-16T09:00:27+0000
622,Did I Have the Coronavirus?,The New York Times,2020-04-13T19:00:09+0000
623,"As Amazon Rises, So Does the Opposition",The New York Times,2020-04-18T09:00:22+0000
624,U.K. Paid $20 Million for New Coronavirus Tests. They Didn’t Work.,The New York Times,2020-04-16T16:34:53+0000
625,Why Apple’s New Phone Doesn’t Matter,The New York Times,2020-04-15T16:46:37+0000
626,When Will Sports Come Back? Here Is What Has to Happen First,The New York Times,2020-04-16T09:00:18+0000
627,Bleak Data Shows Extent of Economic Damage,The New York Times,2020-04-15T04:09:00+0000
628,The Seas as the Ultimate Coronavirus Isolation? Not. So. Fast.,The New York Times,2020-04-18T10:00:10+0000
629,Republicans Fret as Mnuchin Bargains With Democrats to Break Funding Impasse,The New York Times,2020-04-17T22:05:45+0000
630,Flaws in America’s Plan to Save Midsize Business Portend More Trouble,The New York Times,2020-04-17T20:41:48+0000
631,She Kept a Diary of China’s Epidemic. Now She Faces a Political Storm.,The New York Times,2020-04-14T14:31:14+0000
632,Congo Was Close to Defeating Ebola. Then One More Case Emerged.,The New York Times,2020-04-11T09:00:14+0000
633,"U.S. Sends Funds to Needy Nations to Fight the Virus, but Maybe Not for Masks",The New York Times,2020-04-16T17:24:33+0000
634,"China Post-Coronavirus: Signs of Life, Censorship and Paranoia",The New York Times,2020-04-16T12:14:27+0000
635,When Will There Be a Treatment for the Coronavirus?,The New York Times,2020-04-07T22:00:04+0000
636,What Do You Owe Your Neighbor? The Pandemic Might Change Your Answer,The New York Times,2020-04-16T09:00:12+0000
637,Trump Says States Can Start Reopening While Acknowledging the Decision Is Theirs,The New York Times,2020-04-16T23:39:02+0000
638,N.F.L. Draft 2020: No Goodell Hugs? No Boos? No Problem,The New York Times,2020-04-14T07:00:07+0000
639,"Virus Deaths Mount, but N.Y. Avoids Predicted Surge at Hospitals So Far",The New York Times,2020-04-10T21:14:24+0000
640,SoftBank’s Troubles Deepen With Warning of $16.7 Billion Writedown,The New York Times,2020-04-13T20:18:09+0000
641,N.F.L. Draft 2020: No Goodell Hugs? No Boos? No Problem,The New York Times,2020-04-14T07:00:07+0000
642,A Dancer’s Quarantine Diary: Coming Full Circle,The New York Times,2020-04-14T13:40:45+0000
643,What Cancer Has Taught Me About Fear,The New York Times,2020-04-15T09:00:06+0000
644,How Native Americans Are Fighting a Food Crisis,The New York Times,2020-04-13T19:36:17+0000
645,"Fed Gives Banks a Break to Keep Markets Calm, Asking for Little in Return",The New York Times,2020-04-15T22:00:56+0000
646,Coronavirus Finds Fuel in a World of Migrants,The New York Times,2020-04-10T09:00:28+0000
647,"Big Banks, Readying for a Recession, Set Aside Billions",The New York Times,2020-04-14T17:48:55+0000
648,How Millions of Women Became the Most Essential Workers in America,The New York Times,2020-04-18T09:00:16+0000
649,"In Pandemic’s Grip, Russia Sees Spike in Age-Old Bane: Drinking",The New York Times,2020-04-14T11:00:06+0000
650,"In Pandemic’s Grip, Russia Sees Spike in Age-Old Bane: Drinking",The New York Times,2020-04-14T11:00:06+0000
651,Loan Money Runs Out While Small-Business Owners Wait in Line,The New York Times,2020-04-16T22:51:08+0000
652,Trump’s Role in the Death Toll,The New York Times,2020-04-13T12:27:33+0000
653,South Dakota Meat Plant Is Now Country’s Biggest Coronavirus Hot Spot,The New York Times,2020-04-15T21:48:45+0000
654,Coronavirus in N.Y.: Cuomo Urges Caution on Reopening State’s Economy,The New York Times,2020-04-11T12:40:26+0000
655,Why You Should Start a Coronavirus Diary,The New York Times,2020-04-13T11:27:19+0000
656,FEMA’s ‘Air Bridge’ to Coronavirus Hot Spots Leaves Other Regions on Their Own,The New York Times,2020-04-16T09:00:21+0000
657,What’s the Point of a Birthday Party Anyway?,The New York Times,2020-04-15T09:40:10+0000
658,The Costly Toll of Not Shutting Down Spring Break Earlier,The New York Times,2020-04-11T09:00:20+0000
659,"After Coronavirus, Colleges Worry: Will Students Come Back?",The New York Times,2020-04-15T09:00:31+0000
660,What’s an Essential Service in a Pandemic? The Post Office,The New York Times,2020-04-15T00:24:13+0000
661,Poultry Worker’s Death Highlights Spread of Coronavirus in Meat Plants,The New York Times,2020-04-09T18:16:06+0000
662,Things Keep Getting Scarier. He Can Help You Cope.,The New York Times,2020-04-13T09:00:01+0000
663,Can the N.B.A. Learn From Taiwan’s Basketball Bubble?,The New York Times,2020-04-10T17:01:33+0000
664,Embracing the Uncertainties,The New York Times,2020-04-07T13:36:30+0000
665,"This Is Schooling Now for 200,000 N.Y.C. Children in Special Education",The New York Times,2020-04-16T09:00:19+0000
666,What to Know About Taking Social Security in the Pandemic,The New York Times,2020-04-17T09:00:16+0000
667,More Coronavirus Vaccines and Treatments Move Toward Human Trials,The New York Times,2020-04-08T20:35:01+0000
668,Crew Member Aboard U.S.N.S. Comfort Is Infected With Coronavirus,The New York Times,2020-04-07T14:29:03+0000
669,‘Nowhere to Hide’ as Unemployment Permeates the Economy,The New York Times,2020-04-16T12:38:45+0000
670,‘Nowhere to Hide’ as Unemployment Permeates the Economy,The New York Times,2020-04-16T12:38:45+0000
671,"As Coronavirus Fades in China, Nationalism and Xenophobia Flare",The New York Times,2020-04-16T09:00:43+0000
672,The Pandemic’s Missing Data,The New York Times,2020-04-07T23:43:50+0000
673,Working From Home Feeds Market’s Woes in Little Ways That Add Up,The New York Times,2020-04-12T20:13:22+0000
674,They Played Sports at the Highest Level. Now Their Job Is to Save Lives.,The New York Times,2020-04-08T12:00:07+0000
675,On Politics: How Trump Fell Short on the Coronavirus,The New York Times,2020-04-13T11:03:28+0000
676,This Is Not the Time to Let the Market Decide,The New York Times,2020-04-15T19:00:08+0000
677,Pope Francis Says the Coronavirus Is ‘Testing Our Whole Human Family’,The New York Times,2020-04-12T14:07:50+0000
678,"W.H.O., Now Trump’s Scapegoat, Warned About Coronavirus Early and Often",The New York Times,2020-04-16T09:00:41+0000
679,On the Road With the French Foreign Legion,The New York Times,2020-04-12T18:02:05+0000
680,On the Road With the French Foreign Legion,The New York Times,2020-04-12T18:02:05+0000
681,"Straggling in a Good Economy, and Now Struggling in a Crisis",The New York Times,2020-04-16T21:29:28+0000
682,Small-Business Aid Funds Run Dry as Program Fails to Reach Hardest Hit,The New York Times,2020-04-15T21:42:36+0000
683,A Crisis Inside the Navy,The New York Times,2020-04-08T09:51:17+0000
684,"A Very Different Good Friday, in Photographs",The New York Times,2020-04-10T17:47:29+0000
685,Feel Like You’re in Prison? These Trainers Actually Were,The New York Times,2020-04-14T20:17:32+0000
686,"Stay 6 Feet Apart, We’re Told. But How Far Can Air Carry Coronavirus?",The New York Times,2020-04-14T18:55:32+0000
687,"You’re Not Flying, but You Can Still Think About Frequent Flier Miles",The New York Times,2020-04-14T09:00:22+0000
688,Trump Turns Daily Coronavirus Briefing Into a Defense of His Record,The New York Times,2020-04-14T01:54:29+0000
689,Trump Lashes Out at Fauci Amid Criticism of Slow Virus Response,The New York Times,2020-04-13T01:50:44+0000
690,Boris Johnson Leaves U.K. Hospital After Coronavirus Treatment,The New York Times,2020-04-12T12:34:48+0000
691,U.S. Intelligence Contractors Say Virus Relief Funding Rules Fall Short,The New York Times,2020-04-09T22:31:57+0000
692,Why Trump is Pushing for Higher Oil Prices,The New York Times,2020-04-13T10:56:06+0000
693,Trump Lashes Out at Fauci Amid Criticism of Slow Virus Response,The New York Times,2020-04-13T01:50:44+0000
694,Number of Virus Patients in I.C.U.s Starts to Fall in New York,The New York Times,2020-04-10T11:19:25+0000
695,Late Night Says Wisconsin’s Voting Day Is a ‘Coronavirus All-You-Can-Eat Buffet’,The New York Times,2020-04-08T06:27:12+0000
696,Did New Yorkers Who Fled to Second Homes Bring the Virus?,The New York Times,2020-04-10T09:00:16+0000
697,What Can You Do for People in Crisis? Put on a Seder Show,The New York Times,2020-04-09T19:28:47+0000
698,A Bit of Relief: ‘Soup Is Soup’,The New York Times,2020-04-11T00:21:30+0000
699,"Love Letter: They Got Married, Against the Odds",The New York Times,2020-04-10T20:27:23+0000
700,‘This Is Going to Kill Small-Town America’,The New York Times,2020-04-14T09:00:42+0000
701,What’s the Point of a Fashion Magazine Now?,The New York Times,2020-04-09T20:15:45+0000
702,States Are in a Quandary as Taxes Evaporate and Virus Spending Soars,The New York Times,2020-04-15T09:00:38+0000
703,Does Private Equity Deserve a Public Bailout?,The New York Times,2020-04-14T10:56:58+0000
704,Stream and Shout: 10 Underseen Rock Documentaries,The New York Times,2020-04-13T19:44:28+0000
705,‘How Do I Get Help?’ Dying Coronavirus Patient Asked Alexa,The New York Times,2020-04-10T01:46:24+0000
706,Stalemate Over Small-Business Aid Deepens as Officials Warn of Funding Lapse,The New York Times,2020-04-14T00:49:03+0000
707,The Food Expiration Dates You Should Actually Follow,The New York Times,2020-04-13T16:19:30+0000
708,The Week in Business: Failing to Save Jobs,The New York Times,2020-04-12T11:00:06+0000
709,"Bob Iger Thought He Was Leaving on Top. Now, He’s Fighting for Disney’s Life.",The New York Times,2020-04-13T01:00:06+0000
710,Navarro Calls Medical Experts ‘Tone Deaf’ Over Coronavirus Shutdown,The New York Times,2020-04-13T16:40:55+0000
711,"Alan T. Ortiz, a Veteran of Philippine Government and Business, Dies at 66",The New York Times,2020-04-10T07:27:18+0000
712,"Bob Iger Thought He Was Leaving on Top. Now, He’s Fighting for Disney’s Life.",The New York Times,2020-04-13T01:00:06+0000
713,Their Calling Was to Lay Hands on the Sick. Then Came the Coronavirus.,The New York Times,2020-04-13T09:00:16+0000
714,"Crippled Airline Industry to Get $25 Billion Bailout, Part of It as Loans",The New York Times,2020-04-14T22:26:37+0000
715,I.M.F. Predicts Worst Downturn Since the Great Depression,The New York Times,2020-04-14T20:36:58+0000
716,From Behind the Scenes to the Forefront: Canada’s Public Health Officers,The New York Times,2020-04-10T16:50:27+0000
717,Plunge in Convention Hotel Travel Puts Municipal Bonds at Risk,The New York Times,2020-04-14T13:00:08+0000
718,How to Run for 2.5 Days,The New York Times,2020-04-11T12:00:11+0000
719,"Britain Surpasses 10,000 Coronavirus Deaths as Boris Johnson Leaves Hospital; Pope Speaks of ‘Contagion of Hope’",The New York Times,2020-04-12T04:00:35+0000
720,How to Manage Panic Attacks,The New York Times,2020-04-11T09:00:06+0000
721,"Venezuela’s Maduro, Used to Crises, Faces His Toughest One Yet",The New York Times,2020-04-13T17:02:08+0000
722,"Inequality Fuels Racial Disparities in Coronavirus Deaths, N.Y.C. Mayor Says",AP,2020-04-08T18:24:51+0000
723,Exercising Outdoors With a Face Mask,The New York Times,2020-04-10T20:59:15+0000
724,Tom Hanks Hosts a Made-From-Home Edition of ‘S.N.L.’,The New York Times,2020-04-12T07:25:49+0000
725,How a Jesuit Priest in Quarantine Spends His Sundays,The New York Times,2020-04-10T09:00:26+0000
726,"Does a Dept. of Pandemics Sound Odd? Homeland Security Once Did, Too",The New York Times,2020-04-11T09:00:17+0000
727,"With a Face Mask Photo, Melania Trump Highlights Her Husband’s Reluctance to Wear One",The New York Times,2020-04-09T22:21:51+0000
728,These Groups Are Giving Out Unemployment Advice. Their Expertise? Personal Experience.,The New York Times,2020-04-09T13:24:54+0000
729,My Landlord Won’t Let Me Break My Lease. What Can I Do?,The New York Times,2020-04-11T14:00:05+0000
730,Bronx Zoo Tiger Is Sick With the Coronavirus,The New York Times,2020-04-06T13:10:28+0000
731,The Day the Running Statues Donned Masks,The New York Times,2020-04-08T11:00:09+0000
732,"‘Please Don’t Politicize This Virus,’ W.H.O. Head Tells World Leaders",Reuters,2020-04-08T19:28:40+0000
733,"U.S. Governors, at Center of Virus Response, Weigh What It Will Take to Reopen States",The New York Times,2020-04-14T23:11:29+0000
734,Some Countries Face an Awful Question: Death by Coronavirus or by Hunger?,The New York Times,2020-04-12T23:00:06+0000
735,Cupid in Quarantine: What Brain Science Can Teach Us About Love,The New York Times,2020-04-13T09:00:20+0000
736,"‘Economic Rebound, When It Comes Can Be Robust,’ Fed Chair Says",AP,2020-04-09T17:25:30+0000
737,"After the Pandemic, the Big Reset",The New York Times,2020-04-10T09:00:10+0000
738,"‘Pretty Catastrophic’ Month for Retailers, and Now a Race to Survive",The New York Times,2020-04-15T12:46:52+0000
739,"Many Dermatology Practices Stay Open, Ignoring Public Health Pleas",The New York Times,2020-04-08T17:34:28+0000
740,"‘Pretty Catastrophic’ Month for Retailers, and Now a Race to Survive",The New York Times,2020-04-15T12:46:52+0000
741,Why Biden’s Polling Lead vs. Trump Isn’t as Solid as It Looks,The New York Times,2020-04-13T09:00:10+0000
742,Economic Pain Will Persist Long After Lockdowns End,The New York Times,2020-04-13T20:02:18+0000
743,"Don’t Blame New Orleans, and Don’t Forget It",The New York Times,2020-04-08T09:00:09+0000
744,What N.Y.C. Sounds Like Every Night at 7,The New York Times,2020-04-10T21:13:53+0000
745,"Pay Cuts Come to Condé Nast, the Glossy Publisher of Vogue and Vanity Fair",The New York Times,2020-04-13T13:00:58+0000
